relative_path,filename,folder,hand_id,doc_id,scan_index,scan_explicit,repository,shelfmark,note,main_document,reason,parse_ok,collision_key
unattributed/586_2_RA Bergen_AEM.01.151_7..jpeg,586_2_RA Bergen_AEM.01.151_7..jpeg,unattributed,,586,2,1,RA Bergen,AEM.01.151_7,,1,,1,ra bergen|aem 01 151 7
unattributed/586_3_RA Bergen_AEM.01.151_7..jpeg,586_3_RA Bergen_AEM.01.151_7..jpeg,unattributed,,586,3,1,RA Bergen,AEM.01.151_7,,0,sibling_scan_of=586_2_RA Bergen_AEM.01.151_7..jpeg,1,ra bergen|aem 01 151 7
unattributed/595_1_RAGent_GW5_3.jpg,595_1_RAGent_GW5_3.jpg,unattributed,,595,1,1,RA Gent,GW5_3,,1,,1,ra gent|gw5 3
unattributed/600_2_Bisschoppelijk Archief Brugge A249_271.jpeg,600_2_Bisschoppelijk Archief Brugge A249_271.jpeg,unattributed,,600,2,1,Bisschoppelijk Archief Brugge,A249_271,,1,,1,bisschoppelijk archief brugge|a249 271
unattributed/603_2_Bisschoppelijk Archief Brugge A249_302.jpeg,603_2_Bisschoppelijk Archief Brugge A249_302.jpeg,unattributed,,603,2,1,Bisschoppelijk Archief Brugge,A249_302,,1,,1,bisschoppelijk archief brugge|a249 302
unattributed/606_2_Bisschoppelijk Archief Brugge A248_249.jpeg,606_2_Bisschoppelijk Archief Brugge A248_249.jpeg,unattributed,,606,2,1,Bisschoppelijk Archief Brugge,A248_249,,1,,1,bisschoppelijk archief brugge|a248 249
unattributed/606_3_Bisschoppelijk Archief Brugge A248_249.jpeg,606_3_Bisschoppelijk Archief Brugge A248_249.jpeg,unattributed,,606,3,1,Bisschoppelijk Archief Brugge,A248_249,,0,sibling_scan_of=606_2_Bisschoppelijk Archief Brugge A248_249.jpeg,1,bisschoppelijk archief brugge|a248 249
unattributed/608_2_Bisschoppelijk Archief Brugge C354_19.jpeg,608_2_Bisschoppelijk Archief Brugge C354_19.jpeg,unattributed,,608,2,1,Bisschoppelijk Archief Brugge,C354_19,,1,,1,bisschoppelijk archief brugge|c354 19
unattributed/612_2_Bisschoppelijk Archief Brugge C419_1.jpeg,612_2_Bisschoppelijk Archief Brugge C419_1.jpeg,unattributed,,612,2,1,Bisschoppelijk Archief Brugge,C419_1,,1,,1,bisschoppelijk archief brugge|c419 1
unattributed/616_2_RAGent K78_301.jpeg,616_2_RAGent K78_301.jpeg,unattributed,,616,2,1,RA Gent,K78_301,,1,,1,ra gent|k78 301
unattributed/621_2_RABrugge INV100_86.jpeg,621_2_RABrugge INV100_86.jpeg,unattributed,,621,2,1,RA Brugge,INV100_86,,1,,1,ra brugge|inv100 86
unattributed/621_3_RABrugge INV100_86.jpeg,621_3_RABrugge INV100_86.jpeg,unattributed,,621,3,1,RA Brugge,INV100_86,,0,sibling_scan_of=621_2_RABrugge INV100_86.jpeg,1,ra brugge|inv100 86
unattributed/622_2_RABrugge INV120_7423.jpeg,622_2_RABrugge INV120_7423.jpeg,unattributed,,622,2,1,RA Brugge,INV120_7423,,1,,1,ra brugge|inv120 7423
unattributed/628_3_ADN Lille 4G 215_3104.jpeg,628_3_ADN Lille 4G 215_3104.jpeg,unattributed,,628,3,1,ADN Lille,4G 215_3104,,1,,1,adn lille|4g 215 3104
unattributed/628_8_ADN Lille 4G 215_3104.jpeg,628_8_ADN Lille 4G 215_3104.jpeg,unattributed,,628,8,1,ADN Lille,4G 215_3104,,0,sibling_scan_of=628_3_ADN Lille 4G 215_3104.jpeg,1,adn lille|4g 215 3104
unattributed/629_3_ADN Lille 4G 215_3110.jpeg,629_3_ADN Lille 4G 215_3110.jpeg,unattributed,,629,3,1,ADN Lille,4G 215_3110,,1,,1,adn lille|4g 215 3110
unattributed/629_4_ADN Lille 4G 215_3110.jpeg,629_4_ADN Lille 4G 215_3110.jpeg,unattributed,,629,4,1,ADN Lille,4G 215_3110,,0,sibling_scan_of=629_3_ADN Lille 4G 215_3110.jpeg,1,adn lille|4g 215 3110
unattributed/630_2_ADN Lille 30H 14_181.jpeg,630_2_ADN Lille 30H 14_181.jpeg,unattributed,,630,2,1,ADN Lille,30H 14_181,,1,,1,adn lille|30h 14 181
unattributed/630_3_ADN Lille 30H 14_181.jpeg,630_3_ADN Lille 30H 14_181.jpeg,unattributed,,630,3,1,ADN Lille,30H 14_181,,0,sibling_scan_of=630_2_ADN Lille 30H 14_181.jpeg,1,adn lille|30h 14 181
unattributed/644_2_ADN Lille 16G 247_2071.jpeg,644_2_ADN Lille 16G 247_2071.jpeg,unattributed,,644,2,1,ADN Lille,16G 247_2071,,1,,1,adn lille|16g 247 2071
unattributed/644_3_ADN Lille 16G 247_2071.jpeg,644_3_ADN Lille 16G 247_2071.jpeg,unattributed,,644,3,1,ADN Lille,16G 247_2071,,0,sibling_scan_of=644_2_ADN Lille 16G 247_2071.jpeg,1,adn lille|16g 247 2071
unattributed/647_2_ADN Lille 16G 148_1519.jpeg,647_2_ADN Lille 16G 148_1519.jpeg,unattributed,,647,2,1,ADN Lille,16G 148_1519,,1,,1,adn lille|16g 148 1519
unattributed/78_2_RAGent_K6_8 .jpeg,78_2_RAGent_K6_8 .jpeg,unattributed,,78,2,1,RA Gent,K6_8,,1,,1,ra gent|k6 8
unattributed/79_2_RAGent K99_737.jpeg,79_2_RAGent K99_737.jpeg,unattributed,,79,2,1,RA Gent,K99_737,,1,,1,ra gent|k99 737
unattributed/81_1_RAGent GW1_116.jpg,81_1_RAGent GW1_116.jpg,unattributed,,81,1,1,RA Gent,GW1_116,,1,,1,ra gent|gw1 116
unattributed/82_1_RAGent_GW1_111.jpg,82_1_RAGent_GW1_111.jpg,unattributed,,82,1,1,RA Gent,GW1_111,,1,,1,ra gent|gw1 111
unattributed/86_1_RAGent GW1_121.jpg,86_1_RAGent GW1_121.jpg,unattributed,,86,1,1,RA Gent,GW1_121,,1,,1,ra gent|gw1 121
unattributed/91_2_RAGent_GW2_512.jpg,91_2_RAGent_GW2_512.jpg,unattributed,,91,2,1,RA Gent,GW2_512,,1,,1,ra gent|gw2 512
unattributed/94_1_RAGent GW1_137.jpg,94_1_RAGent GW1_137.jpg,unattributed,,94,1,1,RA Gent,GW1_137,,1,,1,ra gent|gw1 137
